Class,Mean,Variance,Standard Deviation,Entropy,Skewness,Kurtosis,Contrast,Energy,ASM,Homogeneity,Dissimilarity,Correlation
0,15.63298035,1085.815995,32.95172218,0.085012471,2.472918592,6.284411663,147.206422,0.256003282,0.06553768,0.603504451,3.551987768,0.960323913
0,4.033752441,358.2167915,18.92661596,0.106103161,4.987047735,25.23338955,340.8185404,0.288719088,0.083358712,0.553525101,6.598126233,0.916842699
0,6.334838867,463.3289849,21.52507805,0.121097886,3.758477041,14.40581653,64.68544601,0.30943293,0.095748738,0.587060381,3.109590879,0.980241156
0,8.450592041,559.0921892,23.64513035,0.226858551,3.164872194,10.3590673,85.49160562,0.434695315,0.188960017,0.65652329,3.009004884,0.974128504
0,12.89656067,704.706398,26.54630667,0.119860688,2.500861556,6.632920592,65.18922045,0.308303488,0.095051041,0.574012522,3.241151978,0.976293363
0,14.73986816,766.0306815,27.67725928,0.14002238,2.265490966,5.524943809,71.31144279,0.334981893,0.112212868,0.583461722,3.310845771,0.974271308
1,8.326049805,1273.955579,35.69251433,0.012553606,4.763256658,23.53645043,155.9139957,0.095073465,0.009038964,0.371074717,5.764423077,0.97904817
1,7.17628479,1067.638806,32.67474263,0.028209317,5.118554633,27.40359513,164.2090411,0.144384082,0.020846763,0.388913996,6.252876712,0.982102034
1,4.786697388,646.8848443,25.43393096,0.02505003,6.108336753,40.031689,188.1563506,0.135764387,0.018431969,0.358056529,7.180322004,0.975365244
1,2.066390991,262.6463957,16.20636899,0.011621368,8.568760029,77.56873941,306.5866667,0.091408728,0.008355556,0.285562798,9.175,0.936306988
0,3.645553589,173.8130355,13.18381718,0.106143537,3.988484892,16.22379747,39.4160097,0.287909143,0.082891675,0.612457938,2.438750758,0.970392753
0,4.886230469,226.2823636,15.04268472,0.215803704,3.469727959,12.39194532,26.39201814,0.42250524,0.178510678,0.699511423,1.80154195,0.98266434
0,7.88999939,304.3741742,17.44632265,0.101035953,2.682358886,7.571454384,39.9156,0.28121471,0.079081713,0.591475827,2.555066667,0.967950248
1,3.375534058,332.7112414,18.24037394,0.002337159,5.938632367,36.82410569,40.85265049,0.040286253,0.001622982,0.343750035,3.980233603,0.973653757
0,6.810348511,239.0230817,15.46037133,0.084337185,2.687016661,7.514432197,37.23808794,0.254726837,0.064885761,0.603281173,2.334150452,0.958613209
0,4.16847229,158.5277038,12.59077852,0.087954486,3.406637905,11.92472381,56.89746626,0.260684186,0.067956245,0.590374572,2.759175941,0.934744486
0,4.442184448,239.5719816,15.47811298,0.251074624,4.19418728,18.62912925,38.08867925,0.459724128,0.211346274,0.660256615,2.524356775,0.979412847
0,7.846389771,406.2549323,20.15576673,0.115164014,3.317404004,12.07728168,52.92458169,0.301893637,0.091139768,0.574378061,3.11921752,0.975304571
0,10.60998535,505.1413542,22.47534992,0.09760332,2.662449755,7.528646594,49.66219407,0.276385211,0.076388785,0.57564562,3.090596823,0.976630912
0,8.629623413,371.9239134,19.28532897,0.081176358,2.62372573,7.054795976,43.2600286,0.248120304,0.061563685,0.660202141,2.410927975,0.968292537
0,5.32623291,252.6453034,15.89482002,0.089334984,3.338770315,11.31749067,42.78992177,0.261228517,0.068240338,0.660282562,2.593649333,0.969048675
0,8.028701782,560.5012909,23.67490847,0.211404505,3.491480965,12.82142288,91.10124092,0.418617749,0.17524082,0.655682466,2.911622276,0.974245473
0,8.860855103,687.9002531,26.22785262,0.073753068,3.545867336,13.15906421,269.9064182,0.238484211,0.056874719,0.478448385,7.129606625,0.933815261
0,2.830886841,223.6320946,14.95433364,0.099583324,6.229548772,41.20873046,214.3092732,0.279570761,0.078159811,0.504493624,6.180952381,0.939332399
0,7.974227905,834.9190533,28.89496588,0.130114781,4.040101992,16.82369817,68.65387823,0.322355841,0.103913288,0.545782994,3.847094801,0.989972351
0,16.07814026,1274.250631,35.69664733,0.074275,2.74066595,7.906653838,76.16686869,0.239356208,0.057291394,0.515504599,4.100875421,0.985408779
0,14.50968933,1154.041317,33.97118362,0.071652046,2.753881633,7.847991113,76.57056194,0.234525609,0.055002261,0.562737595,3.465517241,0.983104063
0,8.569396973,783.5240233,27.99149912,0.07911662,3.635602859,13.44157379,85.93748358,0.246904498,0.060961831,0.538005908,4.179931705,0.982766913
0,8.821777344,690.2059434,26.27177085,0.250642183,3.418552204,12.19526706,96.98976318,0.459331891,0.210985786,0.658550358,3.18487395,0.97801267
1,18.79402161,1465.260877,38.27872617,0.021036182,2.616533506,7.266800682,207.1532058,0.124052812,0.0153891,0.443745067,5.760388002,0.954951217
1,8.834503174,824.8360294,28.71995873,0.003160374,3.755877923,14.65189835,173.6441799,0.047025304,0.002211379,0.373268573,6.04265873,0.944677309
0,5.445404053,327.0065776,18.08332319,0.247116642,3.764285984,14.67427513,48.8774519,0.45567627,0.207640863,0.655073107,2.785727629,0.980029042
0,9.699325562,527.0108539,22.95671697,0.122686554,2.866913931,8.688637882,71.75753846,0.312197697,0.097467402,0.565893879,3.622017094,0.970610614
0,4.643218994,366.4129375,19.14191572,0.090337511,4.590419271,21.77170867,182.6613211,0.265395105,0.070434562,0.537448325,5.24513173,0.947121741
0,6.287796021,504.4200082,22.4592967,0.305167245,3.973747192,16.43548166,118.8077077,0.511623947,0.261759063,0.705509588,3.192693697,0.971543308
0,4.513824463,417.685067,20.43734491,0.191223886,4.92714533,24.84547857,292.4289121,0.396447323,0.15717048,0.583831949,6.376811594,0.942568475
0,1.093719482,11.39591442,3.375783527,0.179231251,3.647190109,14.65121504,3.194733195,0.376623097,0.141844957,0.790120235,0.681120681,0.957850675
1,2.21585083,50.60884819,7.113989611,0.01717601,4.21792844,19.62228441,5.322916667,0.109834132,0.012063536,0.595898118,1.325367647,0.975985685
0,2.350280762,67.36947901,8.207891265,0.109947242,4.016625231,16.71192604,14.84507042,0.293225056,0.085980934,0.630968526,1.741113347,0.971107372
0,4.815246582,108.3785963,10.41050413,0.110102313,2.719339667,7.91349864,14.54501685,0.294005208,0.086439062,0.646282579,1.68933558,0.967864343
0,6.135269165,134.6586253,11.60425031,0.109881683,2.380753127,6.161372224,15.35683286,0.293049181,0.085877823,0.642132636,1.70413888,0.967659241
1,6.265258789,182.2933806,13.50160659,0.009243672,3.21446306,11.88906334,25.11823755,0.080742397,0.006519335,0.47667561,2.591034483,0.956504323
1,5.989700317,226.9807226,15.06587942,0.020764258,3.411770745,12.67965926,30.82482639,0.122959694,0.015119086,0.501727549,2.623784722,0.969586633
1,5.560775757,250.450113,15.82561572,0.020898033,3.555536023,13.49237101,25.6122449,0.12338711,0.015224379,0.506118487,2.420775052,0.977866569
0,7.014923096,415.703618,20.3888111,0.212185868,3.390860578,11.98505038,61.28647094,0.419267389,0.175785143,0.653534233,2.598970944,0.976241217
0,6.363571167,342.2801266,18.50081421,0.074801925,3.426698663,12.17628066,128.5517598,0.240011217,0.057605384,0.500289903,4.879089027,0.933514494
1,13.067276,879.6762181,29.6593361,0.038159965,3.11624137,11.00429151,123.7936593,0.168925123,0.028535697,0.440613303,4.814438503,0.963149502
0,15.8553009,633.1398006,25.16226939,0.061748825,2.090304533,4.868958052,70.56821661,0.216772472,0.046990305,0.542093169,3.18580176,0.957848642
0,11.56134033,465.8607195,21.58380688,0.069004568,2.362928978,5.994040729,52.02067364,0.229872953,0.052841574,0.535961402,2.935075494,0.963854836
0,7.321548462,300.6935586,17.34051783,0.083094248,2.917366963,9.110302188,55.97968362,0.253719448,0.064373558,0.549462641,2.884305211,0.955881096
0,3.001190186,113.4900626,10.65317148,0.117163354,4.195521452,19.07390916,52.54572796,0.304568402,0.092761912,0.591588431,2.554477102,0.941101897
0,0.078659058,3.145627505,1.773591696,0.22373784,23.79004329,585.7967866,213.6556777,0.430352269,0.185203075,0.670330003,5.853479853,0.733954263
0,5.63432312,336.4511803,18.3426056,0.240062185,3.727418448,14.58297191,55.06317757,0.448496552,0.201149157,0.668551899,2.571214953,0.977555416
1,12.53585815,851.5942231,29.18208737,0.046575315,3.011803041,9.807022881,86.81045301,0.187462034,0.035142014,0.47074498,4.098178757,0.975215035
1,17.88095093,1132.650045,33.65486659,0.058010699,2.614339035,7.680497605,101.1179688,0.210294484,0.04422377,0.466419251,4.670870536,0.973234359
1,16.45497131,838.9607208,28.96481867,0.016265076,2.45405565,6.653540209,83.80606282,0.108445708,0.011760472,0.43650041,4.300827855,0.955481199
0,3.950973511,185.6987538,13.627133,0.085027218,4.053791772,17.32030666,115.9892473,0.256985117,0.066041351,0.52071117,4.262903226,0.915179219
0,3.920669556,275.9946531,16.6130868,0.12128123,4.632222354,21.95174656,74.96591125,0.310108467,0.096167262,0.569577509,3.527709008,0.973572903
0,5.147903442,344.946452,18.5727341,0.233278025,3.993620161,16.38260951,51.27255879,0.44143899,0.194868381,0.660611966,2.633846867,0.982524456
0,9.588638306,548.5959708,23.42212567,0.167333607,2.914794297,8.982317426,80.11237003,0.368895789,0.136084103,0.590016989,3.589709411,0.970385291
0,12.33914185,617.7741624,24.85506311,0.111810093,2.44986897,6.364993695,78.48970622,0.29685441,0.088122541,0.565756925,3.479412445,0.966023164
1,6.686035156,894.5523646,29.90906827,0.001366108,5.060909703,26.7507602,137.3038657,0.030792497,0.000948178,0.29398283,6.609829188,0.969745921
1,6.318588257,864.0221836,29.39425426,0.00158234,5.291171264,29.4556701,82.06197274,0.033143868,0.001098516,0.296056538,5.70311486,0.981906621
0,6.00402832,500.7453929,22.37734106,0.115021005,4.038693745,16.57743334,103.3271484,0.301377711,0.090828525,0.607174217,3.204101563,0.973806614
0,8.072875977,621.7016156,24.93394505,0.2287338,3.43906715,12.16399121,95.93496977,0.436776793,0.190773967,0.665232341,3.004945961,0.977160889
0,13.05407715,863.4601701,29.38469278,0.119794127,2.732837775,7.925442277,103.4913081,0.308419556,0.095122622,0.560577187,3.528455285,0.971987839
0,16.25134277,991.3859743,31.48628232,0.103011444,2.38064959,6.06699631,84.43475803,0.284504934,0.080943057,0.554810181,3.478629579,0.975717522
1,12.24533081,1198.244125,34.615663,0.005286817,3.469969573,13.02240512,94.59074447,0.060957789,0.003715852,0.417873355,4.011804158,0.969732566
1,4.846160889,573.2865823,23.94340373,0.02746726,5.324368925,29.24686485,155.3793801,0.142268094,0.02024021,0.457508467,4.153638814,0.967219598
1,1.509613037,185.6833724,13.62656862,0.00477134,9.417459557,90.8648394,53.89641944,0.057644131,0.003322846,0.330669805,4.599744246,0.952017717
0,2.916732788,185.71854,13.62785897,0.143222359,4.893273391,24.08803898,190.9076923,0.338051197,0.114278612,0.643409759,4.010722611,0.91346185
0,8.271896362,840.0696393,28.98395486,0.088306172,3.8222184,14.82406461,194.1959877,0.261896606,0.068589832,0.542642049,4.644135802,0.965474305
0,9.883361816,979.4371237,31.29596018,0.129500029,3.540134723,12.86085975,161.4606898,0.321384504,0.103287999,0.57419295,4.265706654,0.974649064
1,17.56143188,1578.720224,39.73311244,0.015586422,2.82320676,8.473023821,216.8376959,0.106258726,0.011290917,0.387356313,6.3690349,0.946965518
0,21.46975708,1479.010836,38.45790993,0.054943602,2.209023729,5.103549563,169.0321443,0.203864552,0.041560756,0.495906289,4.718575542,0.95654389
0,17.87028503,1342.876932,36.64528527,0.069334519,2.447637357,6.199974744,171.056596,0.230353786,0.053062867,0.517029858,4.640601504,0.960148021
0,12.38607788,1006.039129,31.71811988,0.072644438,2.932715422,8.798202496,204.7072546,0.236187969,0.055784757,0.505106412,5.336178284,0.950760222
0,4.95072937,456.208986,21.35904928,0.188847043,4.651986897,22.12277465,294.9841326,0.393795345,0.155074774,0.575453089,6.14084507,0.941754841
0,5.098892212,265.1588138,16.28369779,0.237761668,3.681371729,14.11379831,55.43413536,0.446128799,0.199030905,0.688089991,2.21568288,0.970395868
0,9.315551758,445.7624636,21.1130875,0.122179359,2.79750956,8.399594659,89.09005151,0.311512667,0.097040142,0.580439717,3.392912555,0.955273351
0,15.03686523,631.1963986,25.12362232,0.096181857,2.148033941,5.094980538,65.87269069,0.274243924,0.07520973,0.547972911,3.302816901,0.966677617
1,4.628692627,550.721009,23.46744573,0.001343632,5.764230248,35.37723786,131.6020801,0.030537303,0.000932527,0.28186345,6.672187982,0.957197223
1,8.544143677,1168.029904,34.17645247,0.035071552,4.45402874,20.56293979,393.9503268,0.161674417,0.026138617,0.421085971,7.050544662,0.950257445
1,6.698822021,1043.617448,32.30506845,0.03583316,5.30185449,29.20956758,527.3330314,0.163564876,0.026753469,0.376627592,9.087862319,0.947157579
1,6.90637207,855.1017218,29.24212239,0.044188101,5.48505354,33.69693401,513.4756828,0.182391196,0.033266548,0.401490911,9.590160868,0.942225699
1,0.467910767,87.7667534,9.368391185,0.044348175,21.03274335,457.2445772,3382.574163,0.181786701,0.033046405,0.30692041,27.8277512,0.757638185
0,13.56469727,646.1876774,25.42022182,0.11130751,2.356645656,5.986426108,66.77706237,0.296496381,0.087910104,0.529088154,3.773440644,0.971177585
0,16.67759705,753.2265413,27.44497297,0.080887459,2.157695529,5.122859675,84.09880594,0.250324762,0.062662486,0.493994554,4.364415277,0.96342881
1,5.028747559,713.6317216,26.71388631,0.023110497,5.883789784,36.32839491,303.9384045,0.130363758,0.01699471,0.32689693,8.65528757,0.959489127
0,1.856262207,97.0447824,9.851131022,0.240133998,6.06081646,39.51018544,106.5718576,0.448749982,0.201376547,0.593224203,4.32990133,0.931391327
0,5.573364258,301.6904295,17.36923802,0.247574737,3.545956774,13.11693983,62.86982863,0.456095542,0.208023143,0.658329116,2.705902718,0.969565997
0,9.162887573,463.9280413,21.53898886,0.179531031,2.793636583,8.256207468,57.59786388,0.383054118,0.146730457,0.608138071,2.938648783,0.973730166
0,12.0199585,559.1839971,23.64707164,0.11382041,2.468282366,6.610656781,62.52822277,0.299964075,0.089978446,0.558924393,3.408665735,0.970204491
1,1.74810791,150.1675819,12.25428831,0.004688947,7.558729053,60.82803878,142.6911544,0.057119275,0.003262612,0.329867262,5.953523238,0.86042259
0,1.052749634,53.8749347,7.33995468,0.304507116,7.833868572,65.79324104,105.415625,0.511039841,0.261161719,0.647131633,3.903125,0.922803695
0,6.236328125,288.9417315,16.99828613,0.22059594,3.300324138,12.10593237,63.38373984,0.428236984,0.183386914,0.663793858,2.644715447,0.961462176
0,9.525222778,365.1424249,19.10870024,0.125858709,2.512637763,6.892058202,45.66670246,0.316445817,0.100137955,0.593489188,2.695908944,0.967777429
0,12.58488464,448.9575405,21.18861818,0.100285522,2.178259079,5.323241035,53.51330935,0.280335447,0.078587963,0.549523428,3.225719424,0.962919994
0,3.597763062,187.9200163,13.70839218,0.260231804,4.21431981,18.30288438,36.62626263,0.468481688,0.219475092,0.732534278,1.825612446,0.978813491
0,4.880935669,231.7968882,15.22487728,0.253190408,3.634940155,14.066523,54.33301143,0.461758002,0.213220453,0.692483688,2.392403026,0.965485512
0,5.302352905,438.2478399,20.93436982,0.140654332,4.35927766,19.57846383,137.1261659,0.335856897,0.112799855,0.572830677,4.335787923,0.966407263
1,9.493621826,1213.631346,34.83721209,0.00654589,4.218872596,18.67836175,129.7822712,0.068302987,0.004665298,0.303510772,6.734068627,0.975358266
1,8.944122314,669.7588838,25.87970023,0.007395831,3.511963438,13.77979093,77.09486166,0.071838836,0.005160818,0.426013823,3.813643683,0.936038026
0,9.365997314,579.3862849,24.07044422,0.111321532,2.898216591,8.561625103,146.7247772,0.295635801,0.087400527,0.588541722,3.628877005,0.944738439
0,4.558334351,321.3921745,17.92741405,0.153717928,4.21524492,18.02091056,231.1055227,0.352051227,0.123940066,0.594932385,4.923734385,0.92179753
0,3.859390259,245.2453402,15.66031099,0.114419208,4.395034029,19.67980189,65.32346327,0.300237872,0.09014278,0.586334027,2.893928036,0.970735305
0,5.145675659,333.0474383,18.24958735,0.260824388,3.845897008,15.06736407,55.19430749,0.468972103,0.219934833,0.699488675,2.279695204,0.980001866
0,11.31771851,575.0707566,23.98063295,0.067589321,2.510341501,6.490030087,78.39048032,0.22681339,0.051444314,0.558771248,3.095052083,0.957975834
0,7.328918457,415.5730834,20.38560971,0.09322163,3.124748988,9.951976942,106.5001038,0.269141601,0.072437201,0.57096683,3.655659398,0.94765403
0,2.421417236,159.2353456,12.61884882,0.18579158,5.520788189,30.95211036,236.8438356,0.389929552,0.152045055,0.612790844,5.490410959,0.903126261
0,4.51361084,268.7264082,16.39287675,0.139540126,4.174084918,18.22792213,71.06664917,0.334190093,0.111683018,0.619045822,3.111781685,0.968670858
0,6.856048584,359.0454763,18.94849536,0.210617477,3.294723325,11.47156017,66.74076132,0.417571654,0.174366086,0.670679641,2.656432342,0.967942253
0,9.813995361,439.4484061,20.96302474,0.113327282,2.771809009,8.266629667,44.63957988,0.299321008,0.089593066,0.575258352,2.862576009,0.975968357
0,15.48143005,680.7574619,26.09132925,0.053492232,2.174447545,5.032830903,111.1777278,0.200713766,0.040286016,0.536028281,4.010635034,0.941771409
0,10.67591858,536.3071695,23.15830671,0.068365197,2.589346744,6.937822406,105.5002959,0.228114081,0.052036034,0.564094311,3.669378698,0.942128444
0,1.628829956,111.5892162,10.5635797,0.181557743,6.784301972,46.5992819,269.3622642,0.384700833,0.147994731,0.64055469,5.665660377,0.893579192
0,11.53785706,495.7723291,22.2659455,0.089984535,2.331024195,5.704140529,49.7297491,0.264303203,0.069856183,0.570824589,2.696535245,0.969254216
0,8.200073242,383.8966241,19.59328007,0.088069918,2.783665831,8.008717868,71.6705998,0.261325548,0.068291042,0.562512351,3.113733202,0.953867757
0,3.846801758,206.1669278,14.35851412,0.203165091,4.091912804,17.22780745,119.0998661,0.409471107,0.167666588,0.637796348,3.637751004,0.934878079
0,5.054000854,315.7587217,17.76960106,0.1117939,3.846015297,15.05267989,63.63294118,0.29675607,0.088064165,0.56916692,3.044411765,0.972021728
0,6.709732056,399.7402616,19.99350548,0.228614687,3.427235151,12.33671185,75.43863129,0.436791037,0.19078641,0.636243995,3.02719233,0.9706839
1,7.299026489,1022.752281,31.98049845,0.002695484,5.030727891,26.70639258,192.2563889,0.04348398,0.001890856,0.272293072,8.085833333,0.968586718
0,14.8044281,653.4960879,25.56356954,0.055551392,2.146450203,4.84204578,76.05855856,0.204631805,0.041874176,0.532543509,3.055630631,0.953824586
0,11.64846802,551.7191947,23.48870356,0.064125448,2.410422727,6.005498734,84.03691046,0.220684798,0.04870178,0.543873052,3.170745044,0.949217422
0,7.670974731,401.922542,20.04800594,0.054560237,2.966699071,8.956154607,93.21161049,0.202628967,0.041058498,0.515809772,3.52247191,0.937675536
0,2.348800659,147.4913394,12.14460124,0.198795806,5.429873461,29.83999919,189.5528256,0.404483801,0.163607145,0.62004703,4.723832924,0.915118076
0,4.400527954,362.5557289,19.04089622,0.105034892,4.811382072,23.92573124,114.9928854,0.287538812,0.082678569,0.527665726,4.622134387,0.970199646
0,7.06729126,640.4031985,25.30618894,0.110036913,4.012125637,16.62741632,147.723149,0.294763399,0.086885461,0.543105089,4.498390401,0.969920894
1,16.9438324,1756.413885,41.9095918,0.005084354,3.039539498,9.647723894,250.8103379,0.059876639,0.003585212,0.390796087,6.418744972,0.953851599
1,4.942062378,641.5026437,25.32790247,0.005490441,5.545486647,31.92353776,202.5619048,0.062217489,0.003871016,0.357252015,6.277777778,0.938194635
1,1.57510376,223.5473806,14.95150095,0.014971607,9.888220317,100.1971592,379.9565217,0.103572669,0.010727298,0.363391313,6.856777494,0.918506017
1,2.419631958,271.5725687,16.47945899,0.011042695,7.109037255,51.46026286,223.596206,0.088614934,0.007852606,0.385800789,5.901084011,0.914900544
0,3.909332275,250.4672572,15.82615737,0.091228925,4.453382278,20.29786065,51.13638936,0.265823774,0.070662279,0.59453793,2.902848519,0.97723378
0,5.713394165,353.1460303,18.79218003,0.239456996,3.681649718,13.96133454,42.64873786,0.447636171,0.200378141,0.69757681,2.189902913,0.983695515
0,9.246109009,520.3649332,22.81150879,0.165429606,2.920206759,8.954686271,52.6244449,0.366466396,0.134297619,0.624364534,2.758488761,0.979687704
0,14.7699585,806.3031551,28.39547772,0.102189369,2.329756458,5.699941442,70.1368978,0.282696069,0.079917067,0.603792013,3.004845447,0.975118018
0,9.542785645,527.9002879,22.97608078,0.127952342,2.79284939,8.055356127,98.73396567,0.318571977,0.101488105,0.630333503,3.451068955,0.958673819
0,4.144271851,234.2355041,15.3047543,0.122153639,4.099612471,17.24161422,119.6222222,0.311036444,0.096743669,0.591832355,4.283783784,0.937857214
0,7.682952881,738.0602518,27.16726434,0.110787386,4.007535396,16.44408264,203.4825248,0.295763651,0.087476137,0.552632491,5.080073031,0.965460452
1,9.750778198,976.5571795,31.24991487,0.003090465,3.669667617,13.87107593,201.7598014,0.046358245,0.002149087,0.335101604,6.955144667,0.917424622
0,3.492614746,178.2439465,13.35080321,0.156132367,4.372752452,19.86255111,43.36140845,0.355092839,0.126090924,0.592943373,2.934366197,0.973522337
0,5.198379517,235.5039166,15.34613686,0.116357392,3.47155076,12.56935303,39.48935749,0.303415761,0.092061124,0.564896352,2.93040293,0.972339204
0,6.534317017,294.2828076,17.15467305,0.103572984,3.224394772,11.00966904,59.52064403,0.285347408,0.081423143,0.547253165,3.446835645,0.961609309
0,9.257736206,408.9935221,20.22358826,0.064899008,2.694224864,7.609677174,74.09760616,0.222485981,0.049500012,0.526418114,3.676261043,0.950934564
0,6.625900269,316.7397023,17.79718243,0.070947815,3.193966484,10.68840945,92.15249951,0.233156442,0.054361927,0.510681947,4.362186345,0.938611498
0,2.427780151,113.3595356,10.64704351,0.132724116,4.935027693,25.15665023,32.03949329,0.325160923,0.105729626,0.607240274,2.453055142,0.975101403
0,3.046035767,123.9021835,11.13113577,0.240823765,4.155289346,17.85775904,22.58021739,0.448866938,0.201481528,0.692145234,1.855434783,0.978881684
0,5.167922974,208.8254419,14.45079382,0.170841833,3.266516781,11.11490511,32.34186383,0.372724988,0.138923917,0.631004261,2.325607597,0.973629982
0,7.691421509,277.8238829,16.66804976,0.105241236,2.621301563,7.211094537,27.12055933,0.287288441,0.082534648,0.593898404,2.360166289,0.976107928
0,8.487442017,271.4006725,16.4742427,0.115613918,2.423088819,6.312856834,26.72402872,0.302184924,0.091315729,0.597493213,2.340371622,0.973413756
0,1.070022583,56.34305258,7.506200942,0.190821912,7.316786336,54.46352627,129.9867021,0.395494413,0.15641583,0.634030106,4.013297872,0.911681326
0,4.962646484,386.5058981,19.65975326,0.107564275,4.346790122,19.29386487,62.49966102,0.291053274,0.084712008,0.548614671,3.440338983,0.98241244
1,28.18127441,2026.648091,45.0183084,0.075327314,2.122811704,5.057868995,107.4580263,0.241244973,0.058199137,0.482697884,4.556535088,0.98228615
1,32.05630493,2380.324886,48.78857331,0.022495703,2.142353891,5.047747333,107.569227,0.128476255,0.016506148,0.433791408,4.761594912,0.979630625
0,21.5708313,1642.687425,40.53008049,0.086221974,2.296405405,5.562388224,84.47410447,0.258680356,0.066915526,0.555515403,3.7755351,0.984571538
0,15.98692322,1381.302345,37.16587609,0.090623532,2.730135135,7.683137241,99.15064626,0.265571606,0.070528278,0.541126021,4.320457584,0.982891907
0,8.856704712,835.1499811,28.89896159,0.096195564,3.703124368,14.04483748,92.57176976,0.274105681,0.075133924,0.521141214,4.608072606,0.983928226
0,7.854980469,261.920804,16.1839675,0.119249102,2.449536624,6.302954514,45.14678788,0.306738347,0.094088413,0.628169879,2.292727273,0.954386072
1,16.04385376,1831.286978,42.79353897,0.007211235,3.112915812,10.02307391,126.2724987,0.071437346,0.005103294,0.431288805,4.495977878,0.964333063
1,27.77787781,2514.006331,50.13986768,0.027224698,2.278691013,5.446136971,178.2101787,0.14134819,0.019979311,0.49587506,4.166666667,0.965503046
1,17.53469849,1881.035778,43.37090935,0.015615029,2.901158653,8.671070384,153.2137716,0.106118327,0.011261099,0.468173371,4.340423246,0.963754007
1,3.581207275,462.3285368,21.50182636,0.003854952,6.300830235,40.45219667,91.44387755,0.051863778,0.002689851,0.317885154,5.068594104,0.95148579
0,8.864212036,798.3858084,28.25572169,0.287184946,3.510096883,12.67214731,143.0496157,0.494677451,0.24470578,0.726649643,3.025157233,0.974598577
0,4.906066895,388.379356,19.70734269,0.114598465,4.543931674,21.63494634,246.2262873,0.301289813,0.090775551,0.494266441,6.312330623,0.933643216
0,5.997360229,339.2572114,18.41893622,0.22892923,3.539357675,13.04038454,28.1701838,0.436967674,0.190940748,0.699427688,1.856535058,0.987625302
0,9.77180481,442.3455979,21.03201364,0.130153092,2.647486779,7.458067228,31.18699376,0.322180112,0.103800024,0.621628183,2.18052561,0.98322879
0,13.04284668,572.7556962,23.93231489,0.085774923,2.277437522,5.496674338,40.4429158,0.257681182,0.066399592,0.60006219,2.455393804,0.978526273
1,16.69186401,801.1602178,28.30477376,0.03141376,2.299701122,5.78929002,50.02305054,0.152104423,0.023135756,0.543951897,2.824872098,0.973659668
1,14.02255249,734.6054811,27.10360642,0.037095871,2.55882667,7.172607259,66.90324465,0.165939861,0.027536037,0.531760773,3.300778715,0.967995443
1,2.243331909,229.2818277,15.14205494,0.01853239,7.215445325,53.89181,185.7529781,0.115992544,0.01345427,0.377577175,5.631347962,0.939847978
0,0.345809937,17.90826717,4.23181606,0.238227193,13.80678062,205.8657457,198.0547667,0.446536648,0.199394978,0.620220961,5.070993915,0.853893124
0,7.052841187,497.2142926,22.29830246,0.315911029,3.514926208,12.77051883,67.97187105,0.521342039,0.271797521,0.71370585,2.413558786,0.980076969
0,15.95175171,838.3674298,28.95457528,0.115269627,2.232835329,5.386628636,93.33323413,0.301980872,0.091192447,0.540086081,4.006448413,0.967466956
1,8.90852356,694.802089,26.35909879,0.001704233,3.984128102,18.10421359,199.0754274,0.034423196,0.001184956,0.311321106,7.415242072,0.932297787
1,5.577102661,674.1929779,25.96522632,0.001446453,5.436972633,31.85839648,118.8743687,0.031713668,0.001005757,0.273932797,6.799873737,0.971622041
0,4.072845459,273.511543,16.53818439,0.10813032,4.759975761,23.93275584,70.31164274,0.291947984,0.085233626,0.535115652,3.762360447,0.974461333
0,6.740722656,416.8492626,20.4168867,0.21855058,3.536230022,13.14561526,76.27122255,0.426216949,0.181660887,0.643876468,3.071288102,0.97217124
0,10.02793884,573.4825781,23.94749628,0.143128845,2.917013106,8.965342121,68.58892308,0.339071777,0.11496967,0.595232677,3.285907692,0.975274272
0,12.98512268,680.9050414,26.09415723,0.115689201,2.485130835,6.621444755,75.9155241,0.302604064,0.091569219,0.551237772,3.751326847,0.970925476
1,3.504455566,282.7480386,16.8151134,0.009292246,6.276086587,43.89036284,202.0702059,0.081389996,0.006624331,0.369917375,6.399133261,0.946284204
0,6.789428711,462.9998539,21.5174314,0.315779223,3.564791468,13.20465758,52.56668774,0.521253998,0.271705731,0.701866768,2.25505689,0.983494285
0,12.63792419,841.6805485,29.01173122,0.197558556,2.781470033,8.403070323,120.5557456,0.403588076,0.162883335,0.596103976,3.91997264,0.969051798
1,15.57226563,1532.201021,39.14333942,0.00147628,3.302441057,11.70696072,174.4161183,0.032083585,0.001029356,0.279393329,7.593601296,0.965906033
1,15.7585907,1793.226162,42.34650118,0.002112393,3.319104736,11.71737367,160.5218195,0.038464897,0.001479548,0.266159572,7.351454635,0.96316597
1,7.515106201,1046.873722,32.35542802,0.00107733,4.796107352,23.95020649,88.74776919,0.027337978,0.000747365,0.254954032,5.975609756,0.970376422
0,4.921813965,356.8698564,18.89099935,0.111069028,4.267253964,18.68569379,63.03450521,0.295886553,0.087548852,0.538397465,3.684244792,0.979570569
0,6.567565918,458.898046,21.42190575,0.229074552,3.652270669,13.72650737,69.28973981,0.437168175,0.191116013,0.639371845,3.06293569,0.979359495
1,2.1197052,311.2730132,17.64293097,0.002050598,8.826553035,80.66577743,133.9264069,0.037731625,0.001423676,0.220418193,7.978354978,0.936984934
